label,,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,fdr
LMH,9,REAC,REAC:R-HSA-166658,Complement cascade,3.233973183949036e-20,True,Complement cascade,111,38,16,10835,0.42105263157894735,0.14414414414414414,query_1,['REAC:R-HSA-168249'],"['C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'CPN1', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",7.793875373317177e-19
LMH,10,GO:BP,GO:0006959,humoral immune response,2.435798512016716e-19,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",249,41,17,21010,0.4146341463414634,0.06827309236947791,query_1,['GO:0006955'],"['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'FGA', 'FGB', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN']","[['IEA'], ['IMP', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IBA']]",5.33661310360026e-18
LMH,11,WP,WP:WP2806,Complement system,2.7883298706652046e-18,True,Complement system,96,30,14,8625,0.4666666666666667,0.14583333333333334,query_1,['WP:000000'],"['C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CPN1', 'FCGR3A', 'FGA', 'FGB', 'FGG']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",5.599895823585952e-17
LMH,12,REAC,REAC:R-HSA-168249,Innate Immune System,7.049625625743287e-18,True,Innate Immune System,1100,38,28,10835,0.7368421052631579,0.025454545454545455,query_1,['REAC:R-HSA-168256'],"['B2M', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CPN1', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'LBP', 'LRG1', 'SAA1', 'SERPINA1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",1.3068921352339478e-16
LMH,13,GO:BP,GO:0002250,adaptive immune response,3.427886938901879e-17,True,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",718,41,21,21010,0.5121951219512195,0.02924791086350975,query_1,['GO:0006955'],"['B2M', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'FCGR3A', 'FGA', 'FGB', 'IGHA1', 'IGHA2', 'IGHV1-24', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'JCHAIN']","[['IDA', 'IEA'], ['TAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['NAS', 'IEA'], ['NAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA']]",5.90086251625252e-16
LMH,14,GO:CC,GO:0031982,vesicle,5.714740831996395e-17,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",3976,41,34,22090,0.8292682926829268,0.008551307847082495,query_1,['GO:0043227'],"['ANXA6', 'B2M', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['IDA', 'HDA', 'IEA'], ['HDA', 'TAS'], ['HDA'], ['HDA', 'TAS'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA', 'TAS'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA', 'IBA', 'TAS'], ['HDA'], ['IDA', 'HDA', 'TAS'], ['IDA', 'HDA', 'TAS'], ['IDA', 'HDA', 'TAS'], ['HDA', 'TAS'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA', 'TAS'], ['HDA'], ['HDA'], ['HDA'], ['HDA', 'TAS'], ['HDA', 'TAS'], ['HDA', 'TAS'], ['HDA'], ['HDA', 'TAS'], ['IDA', 'HDA', 'TAS', 'NAS']]",9.181683603407542e-16
LMH,15,GO:BP,GO:0006956,complement activation,1.0081393268005326e-16,True,"""Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",56,41,11,21010,0.2682926829268293,0.19642857142857142,query_1,"['GO:0002252', 'GO:0002253', 'GO:0006959']","['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3']","[['IEA'], ['IMP', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA']]",1.5185098609933022e-15
LMH,16,WP,WP:WP5115,Network map of SARS-CoV-2 signaling pathway,9.290731576331895e-15,True,Network map of SARS-CoV-2 signaling pathway,217,30,15,8625,0.5,0.06912442396313365,query_1,['WP:000000'],"['C1R', 'C8A', 'CFB', 'CFH', 'CPN1', 'FGA', 'FGB', 'FGG', 'HP', 'IGLL1', 'ITIH3', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",1.3170978293505804e-13
LMH,17,GO:BP,GO:0006955,immune response,3.971134649003143e-14,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",1951,41,26,21010,0.6341463414634146,0.013326499231163505,query_1,"['GO:0002376', 'GO:0050896']","['B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'FCGR3A', 'FGA', 'FGB', 'IGHA1', 'IGHA2', 'IGHV1-24', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLL1', 'IGLV1-40', 'IGLV1-51', 'JCHAIN', 'LBP']","[['IDA', 'NAS', 'IEA'], ['IEA'], ['IMP', 'TAS', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IBA', 'IEA'], ['NAS'], ['IBA', 'NAS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA']]",5.316908057831986e-13
LMH,18,GO:BP,GO:0002376,immune system process,5.602847876722728e-14,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",2730,41,29,21010,0.7073170731707317,0.010622710622710623,query_1,['GO:0008150'],"['B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGHV1-24', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLL1', 'IGLV1-40', 'IGLV1-51', 'JCHAIN', 'LBP', 'SAA1']","[['IDA', 'IGI', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IMP', 'TAS', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IBA', 'IEA'], ['NAS'], ['IBA', 'NAS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['IDA', 'IBA', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IDA', 'NAS']]",7.10677020152725e-13
LMH,19,GO:BP,GO:0006952,defense response,6.31861641893983e-14,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1769,41,25,21010,0.6097560975609756,0.014132278123233465,query_1,['GO:0006950'],"['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP', 'LGALS3BP', 'SAA1', 'SAA4', 'SERPINA1']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IEP', 'ISS', 'IBA', 'IC', 'IEA'], ['TAS'], ['NAS', 'IEA'], ['IEA'], ['IEA']]",7.613932784822496e-13
LMH,20,WP,WP:WP558,Complement and coagulation cascades,2.9995430552794616e-13,True,Complement and coagulation cascades,58,30,10,8625,0.3333333333333333,0.1724137931034483,query_1,['WP:000000'],"['C1R', 'C2', 'C3', 'C6', 'C9', 'CFB', 'CFH', 'FGB', 'SERPINA1', 'VWF']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",3.4423327443921443e-12
LMH,21,WP,WP:WP545,Complement activation,3.167568601590952e-13,True,Complement activation,22,30,8,8625,0.26666666666666666,0.36363636363636365,query_1,['WP:000000'],"['C1R', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CFB']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",3.4699274226519065e-12
LMH,22,GO:BP,GO:0006958,"complement activation, classical pathway",2.724479476976365e-12,True,"""Any process involved in the activation of any of the steps of the classical pathway of the complement cascade which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]",33,41,8,21010,0.1951219512195122,0.24242424242424243,query_1,"['GO:0002455', 'GO:0006956']","['C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB']","[['TAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",2.8547806693534955e-11
LMH,23,KEGG,KEGG:05171,Coronavirus disease - COVID-19,2.5216282609312394e-11,True,Coronavirus disease - COVID-19,231,24,12,8161,0.5,0.05194805194805195,query_1,['KEGG:00000'],"['C1R', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'FGA', 'FGB', 'FGG', 'VWF']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]",2.532135045351786e-10
LMH,24,GO:BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,5.0280034316008016e-11,True,"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",46,41,8,21010,0.1951219512195122,0.17391304347826086,query_1,"['GO:0006959', 'GO:0016064']","['C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB']","[['TAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",4.846995308063172e-10
LMH,25,GO:BP,GO:0006950,response to stress,8.120287449246568e-11,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3909,41,30,21010,0.7317073170731707,0.007674597083653108,query_1,['GO:0050896'],"['ANXA6', 'B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['IBA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'HMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IEP', 'ISS', 'IBA', 'IC', 'IEA'], ['TAS'], ['IMP', 'IEA'], ['NAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA']]",7.526881827955472e-10
LMH,26,KEGG,KEGG:05150,Staphylococcus aureus infection,8.45127668104097e-11,True,Staphylococcus aureus infection,87,24,9,8161,0.375,0.10344827586206896,query_1,['KEGG:00000'],"['C1R', 'C2', 'C3', 'C5', 'CFB', 'CFH', 'FCGR3A', 'FGG', 'KRT10']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]",7.54354696344768e-10
LMH,27,REAC,REAC:R-HSA-168256,Immune System,1.1654058594740443e-10,True,Immune System,2051,38,28,10835,0.7368421052631579,0.013651877133105802,query_1,['REAC:0000000'],"['B2M', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CPN1', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'LBP', 'LRG1', 'SAA1', 'SERPINA1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",1.0030814719044452e-09
LMH,28,GO:BP,GO:0051707,response to other organism,1.4107153807230174e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1527,41,21,21010,0.5121951219512195,0.0137524557956778,query_1,"['GO:0043207', 'GO:0044419']","['B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP', 'LRG1']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IEA']]",1.1723531267387834e-09
LMH,29,GO:BP,GO:0043207,response to external biotic stimulus,1.466186250086845e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1530,41,21,21010,0.5121951219512195,0.013725490196078431,query_1,"['GO:0009605', 'GO:0009607']","['B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP', 'LRG1']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IEA']]",1.1778362875697654e-09
LMH,30,WP,WP:WP5090,Complement system in neuronal development and plasticity,1.6534459808256193e-10,True,Complement system in neuronal development and plasticity,106,30,10,8625,0.3333333333333333,0.09433962264150944,query_1,['WP:000000'],"['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]",1.2854209076741106e-09
LMH,31,GO:BP,GO:0009607,response to biotic stimulus,2.2856030978864343e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1565,41,21,21010,0.5121951219512195,0.0134185303514377,query_1,['GO:0050896'],"['B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP', 'LRG1']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IEA']]",1.721344833095721e-09
LMH,32,GO:BP,GO:0098542,defense response to other organism,2.8779101374608577e-10,True,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",1196,41,19,21010,0.4634146341463415,0.01588628762541806,query_1,"['GO:0006952', 'GO:0051707']","['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IC', 'IEA']]",2.0466374565135617e-09
LMH,33,REAC,REAC:R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,2.887372345288842e-10,True,Binding and Uptake of Ligands by Scavenger Receptors,97,38,10,10835,0.2631578947368421,0.10309278350515463,query_1,['REAC:R-HSA-5653656'],"['HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'JCHAIN', 'SAA1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",2.0466374565135617e-09
LMH,34,REAC,REAC:R-HSA-2168880,Scavenging of heme from plasma,5.15911953635365e-10,True,Scavenging of heme from plasma,69,38,9,10835,0.23684210526315788,0.13043478260869565,query_1,['REAC:R-HSA-2173782'],"['HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'JCHAIN']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",3.552422309317799e-09
LMH,35,GO:BP,GO:0006957,"complement activation, alternative pathway",5.946977864935482e-10,True,"""Any process involved in the activation of any of the steps of the alternative pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]",16,41,6,21010,0.14634146341463414,0.375,query_1,"['GO:0006956', 'GO:0045087']","['C3', 'C5', 'C8A', 'C9', 'CFB', 'CFH']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA']]",3.981171292915142e-09
LMH,36,GO:BP,GO:0002253,activation of immune response,7.375751252077939e-10,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",507,41,14,21010,0.34146341463414637,0.027613412228796843,query_1,"['GO:0002376', 'GO:0050778']","['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'IGHA1', 'IGHA2', 'LBP']","[['IEA'], ['IMP', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['NAS'], ['NAS'], ['IDA']]",4.804205545272387e-09
LMH,37,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,1.124552563045093e-09,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1698,41,21,21010,0.5121951219512195,0.012367491166077738,query_1,['GO:0008150'],"['B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'FCGR3A', 'FGA', 'FGB', 'HP', 'IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN', 'LBP', 'LRG1']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IEA']]",7.132030728785985e-09
LMH,38,GO:CC,GO:0019814,immunoglobulin complex,1.5002792404165825e-09,True,"""A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."" [GOC:add, GOC:jl, ISBN:0781765196]",149,41,9,22090,0.21951219512195122,0.06040268456375839,query_1,['GO:0032991'],"['IGHA1', 'IGHA2', 'IGHV1-24', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'JCHAIN']","[['IDA', 'NAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA']]",9.270956331805035e-09
LMH,39,GO:CC,GO:0071748,monomeric IgA immunoglobulin complex,2.3204620990842738e-09,True,"""A protein complex composed of two identical immunoglobulin heavy chains of an IgA isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."" [GOC:add, ISBN:0781765196, PMID:16362985]",4,41,4,22090,0.0975609756097561,1.0,query_1,['GO:0071746'],"['IGHA1', 'IGHA2', 'IGKV3-20', 'JCHAIN']","[['IDA'], ['IDA'], ['IDA'], ['IDA']]",1.398078414698275e-08
LMH,40,GO:CC,GO:0034774,secretory granule lumen,2.4219296720876754e-09,True,"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]",320,41,11,22090,0.2682926829268293,0.034375,query_1,"['GO:0030141', 'GO:0060205']","['B2M', 'C3', 'FGA', 'FGB', 'FGG', 'HP', 'ITIH3', 'LGALS3BP', 'LRG1', 'SERPINA1', 'VWF']","[['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS'], ['TAS']]",1.423622075544219e-08
