,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
219,GO:BP,GO:0071830,triglyceride-rich lipoprotein particle clearance,0.0009105968968920747,True,"""The process in which a triglyceride-rich lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF]",7,225,4,21010,0.017777777777777778,0.5714285714285714,query_1,['GO:0034381'],"['APOC3', 'APOC2', 'APOC1', 'APOE']","[['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IEA']]"
220,REAC,REAC:R-HSA-9662001,Defective factor VIII causes hemophilia A,0.0009336176265260828,True,Defective factor VIII causes hemophilia A,7,174,4,10835,0.022988505747126436,0.5714285714285714,query_1,['REAC:R-HSA-9651496'],"['F2', 'F10', 'F9', 'VWF']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
221,GO:BP,GO:0055092,sterol homeostasis,0.0009947944686608536,True,"""Any process involved in the maintenance of an internal steady state of sterol within an organism or cell."" [GOC:BHF, GOC:rl]",89,225,9,21010,0.04,0.10112359550561797,query_1,['GO:0055088'],"['APOA1', 'APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOE', 'APOB', 'APOM', 'LCAT']","[['IDA', 'IMP'], ['IMP', 'IBA'], ['IC'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IGI', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IC'], ['IDA']]"
222,GO:BP,GO:0051004,regulation of lipoprotein lipase activity,0.0011136891669419778,True,"""Any process that modulates the activity of the enzyme lipoprotein lipase."" [GOC:ai]",16,225,5,21010,0.022222222222222223,0.3125,query_1,['GO:0060191'],"['APOC3', 'APOC2', 'APOC1', 'APOH', 'APOA4']","[['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA']]"
223,GO:BP,GO:0006910,"phagocytosis, recognition",0.0011365890095761247,True,"""The initial step in phagocytosis involving adhesion to bacteria, immune complexes and other particulate matter, or an apoptotic cell and based on recognition of factors such as bacterial cell wall components, opsonins like complement and antibody or protein receptors and lipids like phosphatidyl serine, and leading to intracellular signaling in the phagocytosing cell."" [GOC:curators, ISBN:0781735149]",29,225,6,21010,0.02666666666666667,0.20689655172413793,query_1,"['GO:0006909', 'GO:0008037']","['C4B', 'C4BPA', 'LBP', 'FCN3', 'MBL2', 'C4BPB']","[['TAS'], ['IDA'], ['ISS', 'IC'], ['IDA'], ['IDA', 'TAS'], ['IDA']]"
224,REAC,REAC:R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,0.0011458394827421306,True,p130Cas linkage to MAPK signaling for integrins,15,174,5,10835,0.028735632183908046,0.3333333333333333,query_1,['REAC:R-HSA-354192'],"['FGG', 'FGB', 'FGA', 'FN1', 'VWF']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
225,GO:BP,GO:0098869,cellular oxidant detoxification,0.0014506156059579372,True,"""Any process carried out at the cellular level that reduces or removes the toxicity superoxide radicals or hydrogen peroxide."" [GOC:dos, GOC:vw]",93,225,9,21010,0.04,0.0967741935483871,query_1,['GO:1990748'],"['HP', 'ALB', 'HBB', 'HBD', 'APOA4', 'APOE', 'APOM', 'GPX3', 'PRDX2']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA']]"
226,GO:BP,GO:0042744,hydrogen peroxide catabolic process,0.0017304747729592054,True,"""The chemical reactions and pathways resulting in the breakdown of hydrogen peroxide (H2O2)."" [GOC:jl]",31,225,6,21010,0.02666666666666667,0.1935483870967742,query_1,"['GO:0042743', 'GO:0044248', 'GO:1901575']","['HP', 'HBB', 'HBD', 'APOA4', 'GPX3', 'PRDX2']","[['IDA'], ['IDA', 'IBA'], ['IBA'], ['IDA'], ['IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA']]"
227,REAC,REAC:R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,0.0017549684905918679,True,Defective SERPING1 causes hereditary angioedema,3,174,3,10835,0.017241379310344827,1.0,query_1,['REAC:R-HSA-9651496'],"['SERPING1', 'KLKB1', 'F12']","[['REAC'], ['REAC'], ['REAC']]"
228,REAC,REAC:R-HSA-9657688,Defective factor XII causes hereditary angioedema,0.0017549684905918679,True,Defective factor XII causes hereditary angioedema,3,174,3,10835,0.017241379310344827,1.0,query_1,['REAC:R-HSA-9651496'],"['F2', 'KLKB1', 'F12']","[['REAC'], ['REAC'], ['REAC']]"
229,GO:BP,GO:2000427,positive regulation of apoptotic cell clearance,0.0018058799317502222,True,"""Any process that activates or increases the frequency, rate or extent of apoptotic cell clearance."" [GOC:obol]",8,225,4,21010,0.017777777777777778,0.5,query_1,"['GO:0043277', 'GO:0050766', 'GO:2000425']","['C4B', 'C4A', 'C3', 'C2']","[['IGI'], ['IGI'], ['IMP'], ['IMP']]"
230,GO:BP,GO:0002921,negative regulation of humoral immune response,0.0021466695827869154,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a humoral immune response."" [GOC:add]",18,225,5,21010,0.022222222222222223,0.2777777777777778,query_1,"['GO:0002920', 'GO:0006959', 'GO:0050777']","['A2M', 'SERPING1', 'C4BPA', 'C4BPB', 'MASP1']","[['IDA'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA']]"
231,GO:BP,GO:0006639,acylglycerol metabolic process,0.0027402155146892633,True,"""The chemical reactions and pathways involving acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."" [ISBN:0198506732]",129,225,10,21010,0.044444444444444446,0.07751937984496124,query_1,"['GO:0006638', 'GO:0046486']","['APOC3', 'APOC2', 'APOC1', 'C3', 'APOH', 'APOA2', 'APOA4', 'APOE', 'APOB', 'GPLD1']","[['IDA', 'IMP', 'IBA'], ['IDA'], ['IBA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IEA'], ['IBA', 'IEA'], ['ISS']]"
232,GO:BP,GO:0006638,neutral lipid metabolic process,0.0029410756542017553,True,"""The chemical reactions and pathways involving neutral lipids, lipids only soluble in solvents of very low polarity."" [ISBN:0198547684]",130,225,10,21010,0.044444444444444446,0.07692307692307693,query_1,['GO:0044255'],"['APOC3', 'APOC2', 'APOC1', 'C3', 'APOH', 'APOA2', 'APOA4', 'APOE', 'APOB', 'GPLD1']","[['IDA', 'IMP', 'IBA'], ['IDA'], ['IBA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IEA'], ['IBA', 'IEA'], ['ISS']]"
233,REAC,REAC:R-HSA-6798695,Neutrophil degranulation,0.003206871292380529,True,Neutrophil degranulation,476,174,22,10835,0.12643678160919541,0.046218487394957986,query_1,['REAC:R-HSA-168249'],"['HP', 'ORM1', 'HBB', 'SERPINA1', 'LRG1', 'ORM2', 'C3', 'AHSG', 'A1BG', 'SERPINA3', 'SELL', 'CD44', 'GSN', 'TTR', 'KRT1', 'LYZ', 'CST3', 'B2M', 'CFD', 'CD14', 'GGH', 'QSOX1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
234,GO:BP,GO:0060267,positive regulation of respiratory burst,0.003223259362081599,True,"""Any process that increases the rate frequency or extent of a phase of elevated metabolic activity, during which oxygen consumption increases; this leads to the production, by an NADH dependent system, of hydrogen peroxide (H2O2), superoxide anions and hydroxyl radicals."" [GOC:dph, GOC:tb]",9,225,4,21010,0.017777777777777778,0.4444444444444444,query_1,"['GO:0009893', 'GO:0045730', 'GO:0060263']","['IGHA1', 'IGHA2', 'JCHAIN', 'LBP']","[['IDA'], ['IDA'], ['IDA'], ['ISS', 'IEA']]"
235,REAC,REAC:R-HSA-9668250,Defective factor IX causes hemophilia B,0.003277280456756212,True,Defective factor IX causes hemophilia B,9,174,4,10835,0.022988505747126436,0.4444444444444444,query_1,['REAC:R-HSA-9651496'],"['F10', 'F9', 'F11', 'GP1BA']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
236,GO:BP,GO:0051240,positive regulation of multicellular organismal process,0.0034598276757057153,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1629,225,39,21010,0.17333333333333334,0.02394106813996317,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']","['SAA1', 'ORM1', 'FGG', 'APOC2', 'VTN', 'TF', 'LRG1', 'FGB', 'ORM2', 'FGA', 'C3', 'APOH', 'F2', 'APOA2', 'ADGRB3', 'APOE', 'PLG', 'FN1', 'SERPINF1', 'PRKDC', 'CLU', 'SERPINF2', 'LBP', 'LUM', 'HRG', 'AGT', 'FCGR3A', 'CPB2', 'C5', 'ECM1', 'GPLD1', 'F12', 'PRDX2', 'B2M', 'CDH5', 'ADIPOQ', 'CD14', 'TFRC', 'GP1BA']","[['IDA', 'NAS'], ['IDA'], ['IDA'], ['IC'], ['NAS'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA'], ['IDA', 'ISS', 'TAS'], ['IDA'], ['IEA'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['IEA'], ['IDA', 'IBA'], ['IGI'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'NAS']]"
237,REAC,REAC:R-HSA-196854,Metabolism of vitamins and cofactors,0.0038892125839040084,True,Metabolism of vitamins and cofactors,186,174,13,10835,0.07471264367816093,0.06989247311827956,query_1,['REAC:R-HSA-1430728'],"['APOA1', 'APOC3', 'APOC2', 'RBP4', 'APOA2', 'APOA4', 'APOE', 'APOB', 'APOM', 'NNMT', 'TTR', 'BTD', 'HSPG2']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
238,GO:BP,GO:0008203,cholesterol metabolic process,0.004150109415099213,True,"""The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues."" [ISBN:0198506732]",135,225,10,21010,0.044444444444444446,0.07407407407407407,query_1,"['GO:0016125', 'GO:1902652']","['APOA1', 'APOC1', 'APOA2', 'APOA4', 'APOE', 'PON1', 'APOB', 'APOF', 'LCAT', 'APOL1']","[['IDA', 'IMP', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
239,GO:BP,GO:0046464,acylglycerol catabolic process,0.004377742391779604,True,"""The chemical reactions and pathways resulting in the breakdown of acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."" [GOC:ai]",36,225,6,21010,0.02666666666666667,0.16666666666666666,query_1,"['GO:0006639', 'GO:0046461', 'GO:0046503']","['APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOB', 'GPLD1']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IEA'], ['ISS']]"
240,GO:BP,GO:0046461,neutral lipid catabolic process,0.004377742391779604,True,"""The chemical reactions and pathways resulting in the breakdown of neutral lipids, lipids only soluble in solvents of very low polarity."" [GOC:ai]",36,225,6,21010,0.02666666666666667,0.16666666666666666,query_1,"['GO:0006638', 'GO:0044242']","['APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOB', 'GPLD1']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IEA'], ['ISS']]"
241,GO:BP,GO:0001894,tissue homeostasis,0.00461441167423984,True,"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]",281,225,14,21010,0.06222222222222222,0.0498220640569395,query_1,"['GO:0048871', 'GO:0060249']","['IGHA1', 'ALB', 'IGHA2', 'JCHAIN', 'TF', 'RBP4', 'SERPINA3', 'KRT1', 'AZGP1', 'LYZ', 'COMP', 'B2M', 'CDH5', 'TFRC']","[['HEP'], ['HEP'], ['HEP'], ['HEP'], ['HEP', 'IEA'], ['IDA'], ['NAS'], ['HEP'], ['HEP'], ['HEP'], ['IDA', 'IEA'], ['HEP'], ['NAS'], ['IEA']]"
242,GO:BP,GO:0060249,anatomical structure homeostasis,0.00461441167423984,True,"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]",281,225,14,21010,0.06222222222222222,0.0498220640569395,query_1,['GO:0048871'],"['IGHA1', 'ALB', 'IGHA2', 'JCHAIN', 'TF', 'RBP4', 'SERPINA3', 'KRT1', 'AZGP1', 'LYZ', 'COMP', 'B2M', 'CDH5', 'TFRC']","[['HEP'], ['HEP'], ['HEP'], ['HEP'], ['HEP', 'IEA'], ['IDA'], ['NAS'], ['HEP'], ['HEP'], ['HEP'], ['IDA', 'IEA'], ['HEP'], ['NAS'], ['IEA']]"
243,REAC,REAC:R-HSA-1643685,Disease,0.004802065919159801,True,Disease,1768,174,51,10835,0.29310344827586204,0.028846153846153848,query_1,['REAC:0000000'],"['IGKV3D-20', 'IGHG4', 'IGHM', 'IGHG2', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'FGG', 'APOA1', 'IGHG1', 'IGKV4-1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'FGB', 'IGKV1-5', 'FGA', 'IGLV6-57', 'C3', 'RBP4', 'IGLV1-51', 'F2', 'IGHV1-69', 'SERPING1', 'GALE', 'FN1', 'IGLV1-40', 'CP', 'MAP2K7', 'IGHV1-46', 'IGKV1D-16', 'LUM', 'F10', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17', 'TTR', 'F9', 'FCGR3A', 'KLKB1', 'VWF', 'F12', 'F11', 'MBL2', 'PRDX2', 'MASP1', 'BTD', 'B2M', 'CD14', 'GP1BA', 'HSPG2']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
244,GO:BP,GO:2000425,regulation of apoptotic cell clearance,0.0053269552262513375,True,"""Any process that modulates the frequency, rate or extent of apoptotic cell clearance."" [GOC:obol]",10,225,4,21010,0.017777777777777778,0.4,query_1,"['GO:0043277', 'GO:0050764']","['C4B', 'C4A', 'C3', 'C2']","[['IGI'], ['IGI'], ['IMP'], ['IMP']]"
245,GO:BP,GO:0048259,regulation of receptor-mediated endocytosis,0.005545417003359513,True,"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]",109,225,9,21010,0.04,0.08256880733944955,query_1,"['GO:0006898', 'GO:0030100']","['APOC3', 'APOC2', 'VTN', 'APOC1', 'TF', 'C3', 'CLU', 'B2M', 'ADIPOQ']","[['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IGI'], ['ISS', 'IEA'], ['IGI', 'ISS'], ['IGI'], ['IDA']]"
246,GO:BP,GO:0055090,acylglycerol homeostasis,0.006094842886557783,True,"""Any process involved in the maintenance of an internal steady state of acylglycerol within an organism or cell."" [GOC:BHF, GOC:rl]",38,225,6,21010,0.02666666666666667,0.15789473684210525,query_1,['GO:0055088'],"['APOA1', 'APOC3', 'APOC2', 'APOA4', 'APOE', 'APOC4']","[['IDA'], ['IMP', 'IBA'], ['IMP'], ['IBA'], ['ISS', 'IEA'], ['IMP', 'IBA']]"
247,GO:BP,GO:0070328,triglyceride homeostasis,0.006094842886557783,True,"""Any process involved in the maintenance of an internal steady state of triglyceride within an organism or cell."" [GOC:BHF, GOC:mah]",38,225,6,21010,0.02666666666666667,0.15789473684210525,query_1,['GO:0055090'],"['APOA1', 'APOC3', 'APOC2', 'APOA4', 'APOE', 'APOC4']","[['IDA'], ['IMP', 'IBA'], ['IMP'], ['IBA'], ['ISS', 'IEA'], ['IMP', 'IBA']]"
248,GO:BP,GO:0065008,regulation of biological quality,0.00690376233603398,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2918,225,57,21010,0.25333333333333335,0.019533927347498287,query_1,['GO:0065007'],"['STXBP5', 'SAA1', 'FGG', 'APOA1', 'VTN', 'HBB', 'SERPINA1', 'TF', 'FGB', 'FGA', 'APOH', 'RBP4', 'F2', 'APOA2', 'SERPING1', 'KNG1', 'ADGRB3', 'APOE', 'PLG', 'FN1', 'PRKDC', 'SERPINC1', 'CLU', 'SERPINF2', 'F10', 'HRG', 'AGT', 'SERPIND1', 'AFM', 'PROS1', 'GSN', 'SHROOM3', 'F9', 'CPB2', 'KLKB1', 'CPN2', 'KRT1', 'GPLD1', 'VWF', 'FBLN1', 'SERPINA7', 'F12', 'COMP', 'F11', 'BCHE', 'C4BPB', 'PRDX2', 'SERPINA10', 'HGFAC', 'F13A1', 'CDH5', 'ADIPOQ', 'PROC', 'F5', 'F13B', 'GP1BA', 'HABP2']","[['IEA'], ['IDA', 'NAS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA'], ['NAS', 'IC'], ['HMP', 'IEA'], ['IEA'], ['TAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'HMP', 'IBA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IMP'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IBA', 'TAS', 'IC', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IGI', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IDA'], ['TAS', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['NAS'], ['ISS'], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], ['IDA'], ['IMP'], ['IDA', 'IBA', 'IC', 'IEA'], ['IEA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['TAS'], ['TAS'], ['IEA'], ['IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA']]"
249,GO:BP,GO:1990748,cellular detoxification,0.00748335203009996,True,"""Any process carried out at the cellular level that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:vw]",113,225,9,21010,0.04,0.07964601769911504,query_1,"['GO:0009987', 'GO:0097237', 'GO:0098754']","['HP', 'ALB', 'HBB', 'HBD', 'APOA4', 'APOE', 'APOM', 'GPX3', 'PRDX2']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA']]"
250,GO:BP,GO:1902652,secondary alcohol metabolic process,0.007915488081268225,True,"""The chemical reactions and pathways involving secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]",145,225,10,21010,0.044444444444444446,0.06896551724137931,query_1,['GO:0006066'],"['APOA1', 'APOC1', 'APOA2', 'APOA4', 'APOE', 'PON1', 'APOB', 'APOF', 'LCAT', 'APOL1']","[['IDA', 'IMP', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
251,GO:BP,GO:1903027,regulation of opsonization,0.008300608039964484,True,"""Any process that modulates the frequency, rate or extent of opsonization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22333221]",11,225,4,21010,0.017777777777777778,0.36363636363636365,query_1,"['GO:0002697', 'GO:0008228', 'GO:0050794']","['C4BPA', 'FCN3', 'MBL2', 'C4BPB']","[['IDA'], ['IDA'], ['IDA'], ['IDA']]"
252,GO:BP,GO:0097278,complement-dependent cytotoxicity,0.008300608039964484,True,"""Cell killing caused by the membrane attack complex formed following complement activation."" [GOC:add, GOC:rv]",11,225,4,21010,0.017777777777777778,0.36363636363636365,query_1,['GO:0001906'],"['CD5L', 'IGHG1', 'C3', 'CFH']","[['IEA'], ['IDA'], ['IEA'], ['IDA']]"
253,GO:BP,GO:0006898,receptor-mediated endocytosis,0.008329010172736804,True,"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]",255,225,13,21010,0.057777777777777775,0.050980392156862744,query_1,['GO:0006897'],"['APOC3', 'APOC2', 'VTN', 'APOC1', 'TF', 'C3', 'APOE', 'CLU', 'B2M', 'ADIPOQ', 'CD14', 'TFRC', 'HSPG2']","[['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IGI'], ['ISS', 'IEA'], ['IDA', 'TAS'], ['IGI', 'ISS'], ['IGI'], ['IDA'], ['IEA'], ['IDA', 'IEA'], ['ISS']]"
254,GO:BP,GO:0090207,regulation of triglyceride metabolic process,0.00966435098039948,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]",41,225,6,21010,0.02666666666666667,0.14634146341463414,query_1,"['GO:0006641', 'GO:0019216', 'GO:0031323']","['APOC3', 'APOC2', 'C3', 'APOA4', 'APOE', 'GPLD1']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IEA'], ['ISS']]"
255,REAC,REAC:R-HSA-1474244,Extracellular matrix organization,0.009787010518293431,True,Extracellular matrix organization,297,174,16,10835,0.09195402298850575,0.05387205387205387,query_1,['REAC:0000000'],"['FGG', 'VTN', 'A2M', 'FGB', 'FGA', 'PLG', 'FN1', 'LUM', 'CD44', 'TTR', 'KLKB1', 'VWF', 'FBLN1', 'COMP', 'ICAM2', 'HSPG2']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
256,GO:BP,GO:0010903,negative regulation of very-low-density lipoprotein particle remodeling,0.01002033197539626,True,"""Any process that decreases the rate, frequency or extent of very-low-density lipoprotein particle remodeling. Very-low-density lipoprotein particle remodeling is the acquisition, loss or modification of a protein or lipid within a very-low-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase or lipoprotein lipase and the subsequent loss of free fatty acid."" [GOC:tb]",4,225,3,21010,0.013333333333333334,0.75,query_1,"['GO:0010901', 'GO:0034372', 'GO:0051129', 'GO:0051241']","['APOA1', 'APOC3', 'APOA2']","[['IDA'], ['IDA', 'IC'], ['IDA']]"
257,GO:BP,GO:0010915,regulation of very-low-density lipoprotein particle clearance,0.01002033197539626,True,"""Any process that modulates the rate, frequency or extent of very-low-density lipoprotein particle clearance. Very-low-density lipoprotein particle clearance is the process in which a very-low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]",4,225,3,21010,0.013333333333333334,0.75,query_1,"['GO:0010984', 'GO:0034447']","['APOC3', 'APOC2', 'APOC1']","[['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA']]"
258,GO:BP,GO:0010916,negative regulation of very-low-density lipoprotein particle clearance,0.01002033197539626,True,"""Any process that decreases the rate, frequency or extent of very-low-density lipoprotein particle clearance. Very-low-density lipoprotein particle clearance is the process in which a very-low-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]",4,225,3,21010,0.013333333333333334,0.75,query_1,"['GO:0010915', 'GO:0010985', 'GO:0034447']","['APOC3', 'APOC2', 'APOC1']","[['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA', 'IBA']]"
259,GO:BP,GO:0046503,glycerolipid catabolic process,0.010192219314321111,True,"""The chemical reactions and pathways resulting in the breakdown of glycerolipids, any lipid with a glycerol backbone."" [GOC:ai]",63,225,7,21010,0.03111111111111111,0.1111111111111111,query_1,"['GO:0044242', 'GO:0046486']","['APOC3', 'APOC2', 'APOC1', 'APOA2', 'APOA4', 'APOB', 'GPLD1']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IEA'], ['ISS']]"
260,GO:BP,GO:0016125,sterol metabolic process,0.01072065837316257,True,"""The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [ISBN:0198547684]",150,225,10,21010,0.044444444444444446,0.06666666666666667,query_1,"['GO:0008202', 'GO:1901615']","['APOA1', 'APOC1', 'APOA2', 'APOA4', 'APOE', 'PON1', 'APOB', 'APOF', 'LCAT', 'APOL1']","[['IDA', 'IMP', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
